file_size,width,height,channels,mean,std,hist_mean_b,hist_mean_g,hist_mean_r,compression_ratio,dct_energy,edge_density,label
13348,300,200,3,109.03485555555555,57.78970089500976,0.08441104,0.09585288,0.10573518,1.230570664699917,14026585078.076065,0.14038333333333333,clean
4712,276,183,3,208.581267653969,59.62268431810814,0.047940146,0.049049024,0.051951304,1.087719298245614,36190478568.659065,0.05395184921200602,clean
6527,183,275,3,72.72553734061931,63.38256387067521,0.070711374,0.08243837,0.09743835,1.1019753503292251,5744773347.573729,0.09879781420765027,clean
1009370,5184,3888,3,106.50514803515937,35.024992965468286,0.06957057,0.069652215,0.077431485,1.06855852527342,4417524127910.288,0.006370255661611543,clean
69033,300,200,3,20.496683333333333,35.54895794846798,0.084417924,0.015625,0.015625,21.188766114180478,52374911.06806669,0.0,stego
54022,276,183,3,208.57850241545893,59.62472622750542,0.047944434,0.049035557,0.05208138,12.476212471131639,36190512927.1561,0.05395184921200602,stego
